input_protein,input_ligand,input_docking_grid,output_ligand_name,output_ligand_dir2
/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7BJJ/7BJJ_protein.pdb,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7BJJ/7BJJ_ligand.sdf,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7BJJ/7BJJ_ligand_docking_grid_boxsize10.json,7BJJ,posebustersv1_predict_sdf_boxsize10/7BJJ
/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7BKA/7BKA_protein.pdb,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7BKA/7BKA_ligand.sdf,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7BKA/7BKA_ligand_docking_grid_boxsize10.json,7BKA,posebustersv1_predict_sdf_boxsize10/7BKA
/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7BLA/7BLA_protein.pdb,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7BLA/7BLA_ligand.sdf,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7BLA/7BLA_ligand_docking_grid_boxsize10.json,7BLA,posebustersv1_predict_sdf_boxsize10/7BLA
/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7BLG/7BLG_protein.pdb,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7BLG/7BLG_ligand.sdf,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7BLG/7BLG_ligand_docking_grid_boxsize10.json,7BLG,posebustersv1_predict_sdf_boxsize10/7BLG
/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7BMI/7BMI_protein.pdb,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7BMI/7BMI_ligand.sdf,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7BMI/7BMI_ligand_docking_grid_boxsize10.json,7BMI,posebustersv1_predict_sdf_boxsize10/7BMI
/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7BNH/7BNH_protein.pdb,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7BNH/7BNH_ligand.sdf,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7BNH/7BNH_ligand_docking_grid_boxsize10.json,7BNH,posebustersv1_predict_sdf_boxsize10/7BNH
/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7BTT/7BTT_protein.pdb,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7BTT/7BTT_ligand.sdf,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7BTT/7BTT_ligand_docking_grid_boxsize10.json,7BTT,posebustersv1_predict_sdf_boxsize10/7BTT
/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7C0U/7C0U_protein.pdb,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7C0U/7C0U_ligand.sdf,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7C0U/7C0U_ligand_docking_grid_boxsize10.json,7C0U,posebustersv1_predict_sdf_boxsize10/7C0U
/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7C3U/7C3U_protein.pdb,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7C3U/7C3U_ligand.sdf,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7C3U/7C3U_ligand_docking_grid_boxsize10.json,7C3U,posebustersv1_predict_sdf_boxsize10/7C3U
/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7C6P/7C6P_protein.pdb,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7C6P/7C6P_ligand.sdf,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7C6P/7C6P_ligand_docking_grid_boxsize10.json,7C6P,posebustersv1_predict_sdf_boxsize10/7C6P
/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7C8Q/7C8Q_protein.pdb,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7C8Q/7C8Q_ligand.sdf,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7C8Q/7C8Q_ligand_docking_grid_boxsize10.json,7C8Q,posebustersv1_predict_sdf_boxsize10/7C8Q
/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7CD9/7CD9_protein.pdb,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7CD9/7CD9_ligand.sdf,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7CD9/7CD9_ligand_docking_grid_boxsize10.json,7CD9,posebustersv1_predict_sdf_boxsize10/7CD9
/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7CIJ/7CIJ_protein.pdb,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7CIJ/7CIJ_ligand.sdf,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7CIJ/7CIJ_ligand_docking_grid_boxsize10.json,7CIJ,posebustersv1_predict_sdf_boxsize10/7CIJ
/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7CL8/7CL8_protein.pdb,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7CL8/7CL8_ligand.sdf,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7CL8/7CL8_ligand_docking_grid_boxsize10.json,7CL8,posebustersv1_predict_sdf_boxsize10/7CL8
/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7CNQ/7CNQ_protein.pdb,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7CNQ/7CNQ_ligand.sdf,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7CNQ/7CNQ_ligand_docking_grid_boxsize10.json,7CNQ,posebustersv1_predict_sdf_boxsize10/7CNQ
/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7CNS/7CNS_protein.pdb,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7CNS/7CNS_ligand.sdf,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7CNS/7CNS_ligand_docking_grid_boxsize10.json,7CNS,posebustersv1_predict_sdf_boxsize10/7CNS
/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7CTM/7CTM_protein.pdb,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7CTM/7CTM_ligand.sdf,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7CTM/7CTM_ligand_docking_grid_boxsize10.json,7CTM,posebustersv1_predict_sdf_boxsize10/7CTM
/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7CUO/7CUO_protein.pdb,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7CUO/7CUO_ligand.sdf,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7CUO/7CUO_ligand_docking_grid_boxsize10.json,7CUO,posebustersv1_predict_sdf_boxsize10/7CUO
/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7D0P/7D0P_protein.pdb,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7D0P/7D0P_ligand.sdf,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7D0P/7D0P_ligand_docking_grid_boxsize10.json,7D0P,posebustersv1_predict_sdf_boxsize10/7D0P
/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7D5C/7D5C_protein.pdb,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7D5C/7D5C_ligand.sdf,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7D5C/7D5C_ligand_docking_grid_boxsize10.json,7D5C,posebustersv1_predict_sdf_boxsize10/7D5C
/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7D6O/7D6O_protein.pdb,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7D6O/7D6O_ligand.sdf,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7D6O/7D6O_ligand_docking_grid_boxsize10.json,7D6O,posebustersv1_predict_sdf_boxsize10/7D6O
/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7D8Q/7D8Q_protein.pdb,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7D8Q/7D8Q_ligand.sdf,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7D8Q/7D8Q_ligand_docking_grid_boxsize10.json,7D8Q,posebustersv1_predict_sdf_boxsize10/7D8Q
/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7D9L/7D9L_protein.pdb,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7D9L/7D9L_ligand.sdf,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7D9L/7D9L_ligand_docking_grid_boxsize10.json,7D9L,posebustersv1_predict_sdf_boxsize10/7D9L
/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7DIN/7DIN_protein.pdb,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7DIN/7DIN_ligand.sdf,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7DIN/7DIN_ligand_docking_grid_boxsize10.json,7DIN,posebustersv1_predict_sdf_boxsize10/7DIN
/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7DKT/7DKT_protein.pdb,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7DKT/7DKT_ligand.sdf,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7DKT/7DKT_ligand_docking_grid_boxsize10.json,7DKT,posebustersv1_predict_sdf_boxsize10/7DKT
/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7DQL/7DQL_protein.pdb,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7DQL/7DQL_ligand.sdf,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7DQL/7DQL_ligand_docking_grid_boxsize10.json,7DQL,posebustersv1_predict_sdf_boxsize10/7DQL
/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7DUA/7DUA_protein.pdb,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7DUA/7DUA_ligand.sdf,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7DUA/7DUA_ligand_docking_grid_boxsize10.json,7DUA,posebustersv1_predict_sdf_boxsize10/7DUA
/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7E2S/7E2S_protein.pdb,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7E2S/7E2S_ligand.sdf,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7E2S/7E2S_ligand_docking_grid_boxsize10.json,7E2S,posebustersv1_predict_sdf_boxsize10/7E2S
/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7E4L/7E4L_protein.pdb,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7E4L/7E4L_ligand.sdf,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7E4L/7E4L_ligand_docking_grid_boxsize10.json,7E4L,posebustersv1_predict_sdf_boxsize10/7E4L
/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7EBG/7EBG_protein.pdb,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7EBG/7EBG_ligand.sdf,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7EBG/7EBG_ligand_docking_grid_boxsize10.json,7EBG,posebustersv1_predict_sdf_boxsize10/7EBG
/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7ECR/7ECR_protein.pdb,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7ECR/7ECR_ligand.sdf,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7ECR/7ECR_ligand_docking_grid_boxsize10.json,7ECR,posebustersv1_predict_sdf_boxsize10/7ECR
/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7ED2/7ED2_protein.pdb,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7ED2/7ED2_ligand.sdf,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7ED2/7ED2_ligand_docking_grid_boxsize10.json,7ED2,posebustersv1_predict_sdf_boxsize10/7ED2
/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7ELT/7ELT_protein.pdb,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7ELT/7ELT_ligand.sdf,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7ELT/7ELT_ligand_docking_grid_boxsize10.json,7ELT,posebustersv1_predict_sdf_boxsize10/7ELT
/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7EN7/7EN7_protein.pdb,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7EN7/7EN7_ligand.sdf,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7EN7/7EN7_ligand_docking_grid_boxsize10.json,7EN7,posebustersv1_predict_sdf_boxsize10/7EN7
/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7EPV/7EPV_protein.pdb,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7EPV/7EPV_ligand.sdf,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7EPV/7EPV_ligand_docking_grid_boxsize10.json,7EPV,posebustersv1_predict_sdf_boxsize10/7EPV
/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7ES1/7ES1_protein.pdb,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7ES1/7ES1_ligand.sdf,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7ES1/7ES1_ligand_docking_grid_boxsize10.json,7ES1,posebustersv1_predict_sdf_boxsize10/7ES1
/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7F51/7F51_protein.pdb,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7F51/7F51_ligand.sdf,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7F51/7F51_ligand_docking_grid_boxsize10.json,7F51,posebustersv1_predict_sdf_boxsize10/7F51
/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7F5D/7F5D_protein.pdb,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7F5D/7F5D_ligand.sdf,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7F5D/7F5D_ligand_docking_grid_boxsize10.json,7F5D,posebustersv1_predict_sdf_boxsize10/7F5D
/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7F8T/7F8T_protein.pdb,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7F8T/7F8T_ligand.sdf,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7F8T/7F8T_ligand_docking_grid_boxsize10.json,7F8T,posebustersv1_predict_sdf_boxsize10/7F8T
/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7FB7/7FB7_protein.pdb,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7FB7/7FB7_ligand.sdf,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7FB7/7FB7_ligand_docking_grid_boxsize10.json,7FB7,posebustersv1_predict_sdf_boxsize10/7FB7
/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7FHA/7FHA_protein.pdb,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7FHA/7FHA_ligand.sdf,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7FHA/7FHA_ligand_docking_grid_boxsize10.json,7FHA,posebustersv1_predict_sdf_boxsize10/7FHA
/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7FRX/7FRX_protein.pdb,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7FRX/7FRX_ligand.sdf,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7FRX/7FRX_ligand_docking_grid_boxsize10.json,7FRX,posebustersv1_predict_sdf_boxsize10/7FRX
/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7FT9/7FT9_protein.pdb,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7FT9/7FT9_ligand.sdf,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7FT9/7FT9_ligand_docking_grid_boxsize10.json,7FT9,posebustersv1_predict_sdf_boxsize10/7FT9
/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7JG0/7JG0_protein.pdb,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7JG0/7JG0_ligand.sdf,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7JG0/7JG0_ligand_docking_grid_boxsize10.json,7JG0,posebustersv1_predict_sdf_boxsize10/7JG0
/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7JGW/7JGW_protein.pdb,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7JGW/7JGW_ligand.sdf,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7JGW/7JGW_ligand_docking_grid_boxsize10.json,7JGW,posebustersv1_predict_sdf_boxsize10/7JGW
/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7JHQ/7JHQ_protein.pdb,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7JHQ/7JHQ_ligand.sdf,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7JHQ/7JHQ_ligand_docking_grid_boxsize10.json,7JHQ,posebustersv1_predict_sdf_boxsize10/7JHQ
/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7JMV/7JMV_protein.pdb,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7JMV/7JMV_ligand.sdf,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7JMV/7JMV_ligand_docking_grid_boxsize10.json,7JMV,posebustersv1_predict_sdf_boxsize10/7JMV
/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7JNB/7JNB_protein.pdb,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7JNB/7JNB_ligand.sdf,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7JNB/7JNB_ligand_docking_grid_boxsize10.json,7JNB,posebustersv1_predict_sdf_boxsize10/7JNB
/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7JR8/7JR8_protein.pdb,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7JR8/7JR8_ligand.sdf,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7JR8/7JR8_ligand_docking_grid_boxsize10.json,7JR8,posebustersv1_predict_sdf_boxsize10/7JR8
/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7JUD/7JUD_protein.pdb,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7JUD/7JUD_ligand.sdf,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7JUD/7JUD_ligand_docking_grid_boxsize10.json,7JUD,posebustersv1_predict_sdf_boxsize10/7JUD
/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7JXX/7JXX_protein.pdb,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7JXX/7JXX_ligand.sdf,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7JXX/7JXX_ligand_docking_grid_boxsize10.json,7JXX,posebustersv1_predict_sdf_boxsize10/7JXX
/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7JY3/7JY3_protein.pdb,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7JY3/7JY3_ligand.sdf,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7JY3/7JY3_ligand_docking_grid_boxsize10.json,7JY3,posebustersv1_predict_sdf_boxsize10/7JY3
/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7K0V/7K0V_protein.pdb,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7K0V/7K0V_ligand.sdf,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7K0V/7K0V_ligand_docking_grid_boxsize10.json,7K0V,posebustersv1_predict_sdf_boxsize10/7K0V
/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7K41/7K41_protein.pdb,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7K41/7K41_ligand.sdf,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7K41/7K41_ligand_docking_grid_boxsize10.json,7K41,posebustersv1_predict_sdf_boxsize10/7K41
/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7KB1/7KB1_protein.pdb,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7KB1/7KB1_ligand.sdf,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7KB1/7KB1_ligand_docking_grid_boxsize10.json,7KB1,posebustersv1_predict_sdf_boxsize10/7KB1
/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7KC5/7KC5_protein.pdb,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7KC5/7KC5_ligand.sdf,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7KC5/7KC5_ligand_docking_grid_boxsize10.json,7KC5,posebustersv1_predict_sdf_boxsize10/7KC5
/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7KFO/7KFO_protein.pdb,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7KFO/7KFO_ligand.sdf,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7KFO/7KFO_ligand_docking_grid_boxsize10.json,7KFO,posebustersv1_predict_sdf_boxsize10/7KFO
/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7KLX/7KLX_protein.pdb,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7KLX/7KLX_ligand.sdf,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7KLX/7KLX_ligand_docking_grid_boxsize10.json,7KLX,posebustersv1_predict_sdf_boxsize10/7KLX
/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7KM8/7KM8_protein.pdb,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7KM8/7KM8_ligand.sdf,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7KM8/7KM8_ligand_docking_grid_boxsize10.json,7KM8,posebustersv1_predict_sdf_boxsize10/7KM8
/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7KP6/7KP6_protein.pdb,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7KP6/7KP6_ligand.sdf,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7KP6/7KP6_ligand_docking_grid_boxsize10.json,7KP6,posebustersv1_predict_sdf_boxsize10/7KP6
/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7KQU/7KQU_protein.pdb,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7KQU/7KQU_ligand.sdf,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7KQU/7KQU_ligand_docking_grid_boxsize10.json,7KQU,posebustersv1_predict_sdf_boxsize10/7KQU
/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7KRU/7KRU_protein.pdb,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7KRU/7KRU_ligand.sdf,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7KRU/7KRU_ligand_docking_grid_boxsize10.json,7KRU,posebustersv1_predict_sdf_boxsize10/7KRU
/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7KZ9/7KZ9_protein.pdb,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7KZ9/7KZ9_ligand.sdf,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7KZ9/7KZ9_ligand_docking_grid_boxsize10.json,7KZ9,posebustersv1_predict_sdf_boxsize10/7KZ9
/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7L00/7L00_protein.pdb,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7L00/7L00_ligand.sdf,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7L00/7L00_ligand_docking_grid_boxsize10.json,7L00,posebustersv1_predict_sdf_boxsize10/7L00
/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7L03/7L03_protein.pdb,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7L03/7L03_ligand.sdf,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7L03/7L03_ligand_docking_grid_boxsize10.json,7L03,posebustersv1_predict_sdf_boxsize10/7L03
/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7L5F/7L5F_protein.pdb,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7L5F/7L5F_ligand.sdf,/data/fan_zg/MDocking/CrossDocked2020/data/posebustersv1/posebustersv1/7L5F/7L5F_ligand_docking_grid_boxsize10.json,7L5F,posebustersv1_predict_sdf_boxsize10/7L5F
